City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
606,Vaitape,PF,81.28,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
607,Fort Dix,US,67.68,clear sky,40.0298,-74.6185,Lodge Inn
612,Cabo Rojo,PR,78.39,moderate rain,18.0866,-67.1457,Hotel Perichi's
613,Yambio,SS,66.09,overcast clouds,4.5721,28.3955,Naivasha Hotel
619,Cockburn Town,TC,76.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
623,Manokwari,ID,77.92,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
626,Pemangkat,ID,78.51,overcast clouds,1.1667,108.9667,Ramah Kost KITA
632,Naze,JP,65.32,moderate rain,28.3667,129.4833,Shishime Hotel
634,Kulhudhuffushi,MV,85.3,overcast clouds,6.6221,73.07,Haajy Guest House 1
635,Flinders,AU,63.05,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
636,Matay,EG,70.21,clear sky,28.419,30.7792,Nag Aespen
641,Loa Janan,ID,74.79,overcast clouds,-0.583,117.095,Ss
645,Almenara,BR,73.8,light rain,-16.1836,-40.6944,Pousada Estância
646,Wajir,KE,78.53,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
647,Bonthe,SL,80.65,broken clouds,7.5264,-12.505,Bonthe Holiday Village
648,Ruteng,ID,64.98,overcast clouds,-8.6136,120.4721,Hotel FX 72
651,Alto Piquiri,BR,69.1,few clouds,-24.0281,-53.4406,Hotel Frison
652,Toamasina,MG,70.34,clear sky,-18.1667,49.3833,Hotel H1
654,Vung Tau,VN,80.89,light rain,10.346,107.0843,Seaside Resort
657,Sebu,PH,71.83,broken clouds,6.22,124.6936,Balben Family Cove
662,Hirara,JP,75.06,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
663,Nabire,ID,77.86,broken clouds,-3.3667,135.4833,Hotel Nusantara I
664,Koraput,IN,78.76,few clouds,18.8167,82.7167,Raj Residency
665,Dingle,PH,79.32,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
666,Neiafu,TO,84.88,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
668,Kigoma,TZ,72.3,light rain,-4.8769,29.6267,MJI Mwema Lodge
671,Ambon,ID,84.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
672,Mahajanga,MG,77.11,light rain,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
675,Mitsamiouli,KM,77.94,heavy intensity rain,-11.3847,43.2844,Foyer ADM
676,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
677,Alyangula,AU,84.07,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
678,Axim,GH,80.26,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
679,Lindi,TZ,70.25,clear sky,-10.0,39.7167,Lindi paradise house
681,Elizabeth City,US,60.03,overcast clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
684,Kendari,ID,77.43,scattered clouds,-3.945,122.4989,Hotel Wixel
685,Ampanihy,MG,65.95,clear sky,-24.7,44.75,Angora Hotel
686,Mahanoro,MG,69.62,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
690,Pobe,BJ,76.05,scattered clouds,6.9801,2.6649,Hôtel Étoile d'Or de Pobé
694,Siocon,PH,80.67,broken clouds,7.7061,122.1353,ABS Hotel
695,Calamar,CO,84.45,overcast clouds,10.2511,-74.9146,Hostal Katyalex
696,Port Macquarie,AU,68.9,clear sky,-31.4333,152.9167,Rydges Port Macquarie
697,Galveston,US,84.31,broken clouds,29.3669,-94.9669,Crystal Suites
